palavra,video_url,filename,classe_gramatical,assunto,configuracao_mao
CONTAMINADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contaminadoSm_Prog001.mp4,CONTAMINADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
CONTAMINAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contaminarSm_Prog001.mp4,CONTAMINAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
CONTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contar1Sm_Prog001.mp4,CONTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
CONTAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contar2Sm_Prog001.mp4,CONTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg39.jpg
CONTAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contar3Sm_Prog001.mp4,CONTAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
CONTATAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contatarSm_Prog001.mp4,CONTATAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg
CONTATO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contatoSm_Prog001.mp4,CONTATO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CONTENTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contenteSm_Prog001.mp4,CONTENTE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
CONTEXTO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contexto1Sm_Prog001.mp4,CONTEXTO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CONTIGO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contigoSm_Prog001.mp4,CONTIGO.mp4,PRONOME,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CONTINÊNCIA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/continencia1Sm_Prog001.mp4,CONTINÊNCIA1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
CONTINÊNCIA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/continencia2Sm_Prog001.mp4,CONTINÊNCIA2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg
CONTINUAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/continuarSm_Prog001.mp4,CONTINUAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
CONTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contoSm_Prog001.mp4,CONTO.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
CONTRA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contraSm_Prog001.mp4,CONTRA.mp4,PREP.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CONTRA-CHEQUE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contra-chequeSm_Prog001.mp4,CONTRA-CHEQUE.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
CONTRABANDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contrabandoSm_Prog001.mp4,CONTRABANDO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CONTRÁRIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contrabandoSm_Prog001.mp4,CONTRÁRIO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CONTRATAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contratar1Sm_Prog001.mp4,CONTRATAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg
CONTRATAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contratar2Sm_Prog001.mp4,CONTRATAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
CONTRATO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contratoSm_Prog001.mp4,CONTRATO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg
CONTRIBUIÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contribuicaoSm_Prog001.mp4,CONTRIBUIÇÃO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
CONTRIBUIR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contribuirSm_Prog001.mp4,CONTRIBUIR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
CONTROLE REMOTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/controle_de_remotoSm_Prog001.mp4,CONTROLE REMOTO.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
CONVENCER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convencer1Sm_Prog001.mp4,CONVENCER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
CONVENCIDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convencidoSm_Prog001.mp4,CONVENCIDO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
CONVÊNIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convenioSm_Prog001.mp4,CONVÊNIO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
CONVENTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conventoSm_Prog001.mp4,CONVENTO.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
CONVERSAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conversacaoSm_Prog001.mp4,CONVERSAÇÃO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
CONVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conversaoSm_Prog001.mp4,CONVERSÃO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
CONVERSAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conversarSm_Prog001.mp4,CONVERSAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
CONVERTER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/converterSm_Prog001.mp4,CONVERTER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
CONVIDAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convidarSm_Prog001.mp4,CONVIDAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CONVITE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conviteSm_Prog001.mp4,CONVITE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COORDENADOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coordenadorSm_Prog001.mp4,COORDENADOR.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
COPIAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/copiarSm_Prog001.mp4,COPIAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
COPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/copoSm_Prog001.mp4,COPO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
COQUETEL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coquetelSm_Prog001.mp4,COQUETEL.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
COR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corSm_Prog001.mp4,COR.mp4,SUBSTANTIVO,COR/FORMA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
CORAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coracaoSm_Prog001.mp4,CORAÇÃO.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
CORAGEM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coragemSm_Prog001.mp4,CORAGEM.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
CORAJOSO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corajosoSm_Prog001.mp4,CORAJOSO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
CORAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corajosoSm_Prog001.mp4,CORAL.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
CORCOVADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corcovadoSm_Prog001.mp4,CORCOVADO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CORCUNDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corcundaSm_Prog001.mp4,CORCUNDA.mp4,ADJETIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
CORDA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corda1Sm_Prog001.mp4,CORDA1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg
CORDEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cordeiroSm_Prog001.mp4,CORDEIRO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg
COREANO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coreanoSm_Prog001.mp4,COREANO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
CORÉIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coreiaSm_Prog001.mp4,CORÉIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
CORNETA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cornetaSm_Prog001.mp4,CORNETA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
COROA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coroaSm_Prog001.mp4,COROA.mp4,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18b.jpg
CORONEL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coronelSm_Prog001.mp4,CORONEL.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corpoSm_Prog001.mp4,CORPO.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CORREDOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corredorSm_Prog001.mp4,CORREDOR.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CORREIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correioSm_Prog001.mp4,CORREIO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg
CORRENTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correnteSm_Prog001.mp4,CORRENTE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
CORRENTEZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correntezaSm_Prog001.mp4,CORRENTEZA.mp4,ADJETIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
CORRER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correr1Sm_Prog001.mp4,CORRER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
CORRER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correr2Sm_Prog001.mp4,CORRER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
CORRER3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correr3Sm_Prog001.mp4,CORRER3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
CORRERIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correriaSm_Prog001.mp4,CORRERIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
CORRESPONDER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corresponder1Sm_Prog001.mp4,CORRESPONDER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CORRESPONDER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corresponder2Sm_Prog001.mp4,CORRESPONDER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
CORRETOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corretorSm_Prog001.mp4,CORRETOR.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
CORRIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corridaSm_Prog001.mp4,CORRIDA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
CORRIGIR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corrigirSm_Prog001.mp4,CORRIGIR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
CORROMPER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corromperSm_Prog001.mp4,CORROMPER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CORTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortar2Sm_Prog001.mp4,CORTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
CORTAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortar3Sm_Prog001.mp4,CORTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
CORTAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortar3Sm_Prog001.mp4,CORTAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
CORTÊS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortesSm_Prog001.mp4,CORTÊS.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg
CORTINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortinaSm_Prog001.mp4,CORTINA.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg58.jpg
CORUJA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coruja1Sm_Prog001.mp4,CORUJA1.mp4,ADJETIVO,FAMÍLIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg40.jpg
CORUJA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coruja2Sm_Prog001.mp4,CORUJA2.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg
COSMÉTICOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cosmeticosSm_Prog001.mp4,COSMÉTICOS.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COSTA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costa1Sm_Prog001.mp4,COSTA1.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COSTA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costa2Sm_Prog001.mp4,COSTA2.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COSTELA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costelaSm_Prog001.mp4,COSTELA.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg58.jpg
COSTELETA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costeletaSm_Prog001.mp4,COSTELETA.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg21.jpg
COSTUME,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costumeSm_Prog001.mp4,COSTUME.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COSTURAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costurar1Sm_Prog001.mp4,COSTURAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg
COSTURAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costurar2Sm_Prog001.mp4,COSTURAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COSTUREIRA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costureiraSm_Prog001.mp4,COSTUREIRA.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COTONETE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotoneteSm_Prog001.mp4,COTONETE.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
COTOVELADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotoveladaSm_Prog001.mp4,COTOVELADA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
COTOVELO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotoveloSm_Prog001.mp4,COTOVELO1.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
COTOVELO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotovelo2Sm_Prog001.mp4,COTOVELO2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg42.jpg
COURO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/couroSm_Prog001.mp4,COURO.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
COVARDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/covardeSm_Prog001.mp4,COVARDE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
COXA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coxaSm_Prog001.mp4,COXA.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
COXEAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coxearSm_Prog001.mp4,COXEAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
COXINHA DE GALINHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coxinha_de_galinhaSm_Prog001.mp4,COXINHA DE GALINHA.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
COZIDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozidoSm_Prog001.mp4,COZIDO.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
COZINHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozinhaSm_Prog001.mp4,COZINHA.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
COZINHAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozinharSm_Prog001.mp4,COZINHAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
COZINHEIRA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozinheiraSm_Prog001.mp4,COZINHEIRA.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
CRACHÁ,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crachaSm_Prog001.mp4,CRACHÁ.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg22b.jpg
CRÂNIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cranioSm_Prog001.mp4,CRÂNIO.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
CRAVAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cravarSm_Prog001.mp4,CRAVAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
CRECHE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crecheSm_Prog001.mp4,CRECHE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
CREME,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cremeSm_Prog001.mp4,CREME.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
CREME DENTAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/creme_dentalSm_Prog001.mp4,CREME DENTAL.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
CRENÇA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crencaSm_Prog001.mp4,CRENÇA.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CRENTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/creme_dentalSm_Prog001.mp4,CRENTE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CREPÚSCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crepusculoSm_Prog001.mp4,CREPÚSCULO.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg19.jpg
CRER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crerSm_Prog001.mp4,CRER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CRESCER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crescer1Sm_Prog001.mp4,CRESCER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
CRESCER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crescer2Sm_Prog001.mp4,CRESCER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
CRESPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crespoSm_Prog001.mp4,CRESPO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg46a.jpg
CRIAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/criar1Sm_Prog001.mp4,CRIAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
