palavra,video_url,filename,classe_gramatical,assunto,configuracao_mao,CM
AGUENTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguentar1Sm_Prog001.mp4,AGUENTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg54.jpg,cg54
AGUENTAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguentar2Sm_Prog001.mp4,AGUENTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
AGUENTAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aguentar3Sm_Prog001.mp4,AGUENTAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg,cg24
AIDS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aidsSm_Prog001.mp4,AIDS.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
AINDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aindaSm_Prog001.mp4,AINDA.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg,cg44
AIPIM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aipimSm_Prog001.mp4,AIPIM.mp4,SUBSTANTIVO,LEGUME/VERDURA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
AJOELHAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajoelharSm_Prog001.mp4,AJOELHAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg31.jpg,cg31
AJUDAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajudar1Sm_Prog001.mp4,AJUDAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
AJUDAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajudar2Sm_Prog001.mp4,AJUDAR2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
AJUNTAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ajuntarSm_Prog001.mp4,AJUNTAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ALAGOAS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alagoasSm_Prog001.mp4,ALAGOAS.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg19.jpg,cg19
ALARANJADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alaranjadoSm_Prog001.mp4,ALARANJADO.mp4,ADJETIVO,COR/FORMA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
ALARME,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alarmeSm_Prog001.mp4,ALARME.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg,cg49
ALASTRAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alastrarSm_Prog001.mp4,ALASTRAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ALCANCAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcancar1Sm_Prog001.mp4,ALCANCAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg10.jpg,cg10
ALCANCAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcancar2Sm_Prog001.mp4,ALCANCAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ALCANCAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcancar3Sm_Prog001.mp4,ALCANCAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg12.jpg,cg12
ALCAPAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alcapaoSm_Prog001.mp4,ALCAPAO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53b.jpg,cg53b
ALCE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alceSm_Prog001.mp4,ALCE.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ALEGRE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alegreSm_Prog001.mp4,ALEGRE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ALEGRIA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alegria1Sm_Prog001.mp4,ALEGRIA1.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ALEGRIA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alegria2Sm_Prog001.mp4,ALEGRIA2.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALEIJAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aleijarSm_Prog001.mp4,ALEIJAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg45.jpg,cg45
ALELUIA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aleluia1Sm_Prog001.mp4,ALELUIA1.mp4,INTERJ.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ALELUIA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aleluia2Sm_Prog001.mp4,ALELUIA2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ALEM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alemSm_Prog001.mp4,ALEM.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53b.jpg,cg53b
ALEMANHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alemanhaSm_Prog001.mp4,ALEMANHA.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ALEMAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alemaoSm_Prog001.mp4,ALEMAO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ALERGIA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alergia1Sm_Prog001.mp4,ALERGIA1.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg33.jpg,cg33
ALERGIA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alergia2Sm_Prog001.mp4,ALERGIA2.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg46b.jpg,cg46b
ALERTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alertaSm_Prog001.mp4,ALERTA.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ALERTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alertar1Sm_Prog001.mp4,ALERTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ALERTAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alertar2Sm_Prog001.mp4,ALERTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ALFABETO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfabetoSm_Prog001.mp4,ALFABETO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
ALFACE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfaceSm_Prog001.mp4,ALFACE.mp4,SUBSTANTIVO,LEGUME/VERDURA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ALFAIATE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfaiateSm_Prog001.mp4,ALFAIATE.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg,cg55
ALFINETE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfineteSm_Prog001.mp4,ALFINETE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg,cg18a
ALFINETE DE FRALDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alfinete_de_fraldaSm_Prog001.mp4,ALFINETE DE FRALDA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg25.jpg,cg25
ALGEMAS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algemasSm_Prog001.mp4,ALGEMAS.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg48.jpg,cg48
ALGODAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algodaoSm_Prog001.mp4,ALGODAO.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ALGUEM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alguemSm_Prog001.mp4,ALGUEM.mp4,PRON. INDEFIN.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ALGUM1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algum1Sm_Prog001.mp4,ALGUM1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALGUM2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algum2Sm_Prog001.mp4,ALGUM2.mp4,PRON. INDEFIN.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg58.jpg,cg58
ALGUM3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/algum3Sm_Prog001.mp4,ALGUM3.mp4,PRON. INDEFIN.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alhoSm_Prog001.mp4,ALHO.mp4,SUBSTANTIVO,LEGUME/VERDURA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ALI,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliSm_Prog001.mp4,ALI.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ALIADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliadoSm_Prog001.mp4,ALIADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg33.jpg,cg33
ALIANCA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliancaSm_Prog001.mp4,ALIANCA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg21.jpg,cg21
ALICATE1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alicate1Sm_Prog001.mp4,ALICATE1.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg29b.jpg,cg29b
ALICATE2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alicate2Sm_Prog001.mp4,ALICATE2.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ALIMENTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alimentar1Sm_Prog001.mp4,ALIMENTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ALIMENTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alimentoSm_Prog001.mp4,ALIMENTO.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ALIQUOTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliquotaSm_Prog001.mp4,ALIQUOTA.mp4,SUBSTANTIVO,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg,cg49
ALISAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alisarSm_Prog001.mp4,ALISAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALISTAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alistar1Sm_Prog001.mp4,ALISTAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg,cg32
ALISTAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alistar2Sm_Prog001.mp4,ALISTAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg,cg44
ALIVIADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliviadoSm_Prog001.mp4,ALIVIADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALIVIAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aliviarSm_Prog001.mp4,ALIVIAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg,cg20
ALIVIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alivioSm_Prog001.mp4,ALIVIO.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALMA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almaSm_Prog001.mp4,ALMA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ALMEJAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almejarSm_Prog001.mp4,ALMEJAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ALMOCAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almocarSm_Prog001.mp4,ALMOCAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ALMOCO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almoco1Sm_Prog001.mp4,ALMOCO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ALMOCO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almoco2Sm_Prog001.mp4,ALMOCO2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ALMOFADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almofadaSm_Prog001.mp4,ALMOFADA.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg50.jpg,cg50
ALMONDEGA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/almomdegaSm_Prog001.mp4,ALMONDEGA.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg48.jpg,cg48
ALOJAMENTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alojamentoSm_Prog001.mp4,ALOJAMENTO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ALTAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/altarSm_Prog001.mp4,ALTAR.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ALTERAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alterarSm_Prog001.mp4,ALTERAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ALTERNAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alternarSm_Prog001.mp4,ALTERNAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ALTITUDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/altitudeSm_Prog001.mp4,ALTITUDE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ALTO-FALANTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto-falanteSm_Prog001.mp4,ALTO-FALANTE.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ALTO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto1Sm_Prog001.mp4,ALTO1.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ALTO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto2Sm_Prog001.mp4,ALTO2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ALTO3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto3Sm_Prog001.mp4,ALTO3.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALTO4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alto4Sm_Prog001.mp4,ALTO4.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ALTURA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alturaSm_Prog001.mp4,ALTURA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg,cg55
ALUGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alugarSm_Prog001.mp4,ALUGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ALUGUEL1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluguelSm_Prog001.mp4,ALUGUEL1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ALUGUEL2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluguel2Sm_Prog001.mp4,ALUGUEL2.mp4,SUBSTANTIVO,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ALUMINIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluminioSm_Prog001.mp4,ALUMINIO.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg40.jpg,cg40
ALUNO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluno1Sm_Prog001.mp4,ALUNO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ALUNO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/aluno2Sm_Prog001.mp4,ALUNO2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
ALVO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/alvoSm_Prog001.mp4,ALVO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
AMAMENTAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amamentarSm_Prog001.mp4,AMAMENTAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg45.jpg,cg45
AMANHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amanhaSm_Prog001.mp4,AMANHA.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg,cg35a
AMANHECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amanhecerSm_Prog001.mp4,AMANHECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
AMANSAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amansarSm_Prog001.mp4,AMANSAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg52.jpg,cg52
AMANTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amanteSm_Prog001.mp4,AMANTE.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg41.jpg,cg41
AMAPA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amapaSm_Prog001.mp4,AMAPA.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
AMAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amarSm_Prog001.mp4,AMAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
AMARELINHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amarelinhaSm_Prog001.mp4,AMARELINHA.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg27.jpg,cg27
AMARELO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amareloSm_Prog001.mp4,AMARELO.mp4,ADJETIVO,COR/FORMA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg12.jpg,cg12
AMARGO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amargoSm_Prog001.mp4,AMARGO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
AMARRAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amarrarSm_Prog001.mp4,AMARRAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
AMASSADO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassado1Sm_Prog001.mp4,AMASSADO1.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg46a.jpg,cg46a
AMASSADO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassado2Sm_Prog001.mp4,AMASSADO2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg46a.jpg,cg46a
AMASSAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassar1Sm_Prog001.mp4,AMASSAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
AMASSAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amassar2Sm_Prog001.mp4,AMASSAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
AMAZONA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amazonaSm_Prog001.mp4,AMAZONA.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
AMAZONAS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/amazonasSm_Prog001.mp4,AMAZONAS.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg58.jpg,cg58
AMBICAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambicaoSm_Prog001.mp4,AMBICAO.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg,cg18a
AMBIDESTRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambidestroSm_Prog001.mp4,AMBIDESTRO.mp4,ADJETIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
AMBOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambosSm_Prog001.mp4,AMBOS.mp4,NUM.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg,cg32
AMBULANCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ambulanciaSm_Prog001.mp4,AMBULANCIA.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
AMEACAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ameacar1Sm_Prog001.mp4,AMEACAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
